Instance_number,time,lread,lwrite,scall,sread,swrite,Cluster
3537,13:36:10,1,1,1533,131,178,cluster1
3538,11:26:47,18,15,2455,288,143,cluster1
3539,21:13:02,5,1,676,104,56,cluster0
3540,0:48:36,0,0,1469,136,65,cluster1
3541,13:56:00,6,0,3816,367,232,cluster3
3542,11:24:32,6,1,7448,1590,1544,cluster2
3543,21:27:32,1,0,1676,80,76,cluster1
3544,13:10:04,18,14,2213,265,185,cluster1
3545,20:46:06,0,0,180,19,18,cluster0
3546,13:55:45,8,2,3000,342,265,cluster3
3547,21:51:38,37,42,1295,52,52,cluster0
3548,19:27:15,0,0,1792,60,72,cluster1
3549,15:01:53,4,0,1757,133,197,cluster1
3550,15:20:18,13,4,2460,212,205,cluster1
3551,21:03:51,21,27,246,26,21,cluster0
3552,14:05:46,42,51,3598,192,152,cluster3
3553,13:21:20,0,0,719,60,60,cluster0
3554,20:13:31,0,0,360,126,47,cluster0
3555,15:35:34,31,47,761,57,45,cluster0
3556,13:46:30,90,80,1995,230,119,cluster4
3557,17:08:27,2,1,2834,164,134,cluster1
3558,11:28:17,9,7,1755,190,169,cluster1
3559,20:52:36,0,0,200,32,31,cluster0
3560,13:19:45,13,9,990,78,67,cluster0
3561,15:26:04,95,111,2879,209,211,cluster4
3562,14:49:08,12,5,5935,356,199,cluster2
3563,16:38:11,4,2,1589,165,108,cluster1
3564,12:44:24,17,0,3861,414,329,cluster3
3565,15:59:14,62,62,2510,180,145,cluster4
3566,16:16:50,14,9,2521,167,99,cluster1
3567,13:01:54,825,15,4132,182,164,cluster4
3568,21:05:06,0,0,201,26,25,cluster0
3569,16:35:21,16,8,2010,57,90,cluster1
3570,18:59:30,0,0,1193,118,38,cluster0
3571,23:44:40,2,0,465,51,64,cluster0
3572,18:50:04,0,0,1146,86,88,cluster0
3573,12:25:13,152,149,3297,262,224,cluster4
3574,20:00:06,1,0,481,101,96,cluster0
3575,18:28:19,9,0,1448,217,193,cluster1
3576,19:50:00,1,0,1977,337,300,cluster1
3577,17:39:18,6,5,2097,254,142,cluster1
3578,18:02:13,3,2,5049,175,198,cluster3
3579,15:09:23,4,0,1031,153,113,cluster0
3580,11:22:42,8,5,3281,366,155,cluster3
3581,12:55:14,14,0,7368,253,196,cluster2
3582,12:42:29,11,1,3102,522,258,cluster3
3583,12:27:38,14,0,4397,371,164,cluster3
3584,12:19:48,30,1,2329,176,111,cluster1
3585,15:41:19,11,1,4579,228,149,cluster3
3586,18:13:59,4,1,2143,125,85,cluster1
3587,19:10:15,23,13,1379,99,90,cluster0
3588,23:26:14,3,1,903,107,86,cluster0
3589,19:29:50,0,0,246,21,23,cluster0
3590,21:12:42,5,3,3878,123,133,cluster3
3591,13:20:40,17,9,1048,124,69,cluster0
3592,15:08:29,6,1,4010,486,243,cluster3
3593,13:16:05,2,0,2159,179,92,cluster1
3594,15:38:39,2,0,3292,259,126,cluster3
3595,16:07:30,8,6,1474,130,61,cluster1
3596,12:11:43,9,2,2128,113,84,cluster1
3597,19:13:50,2,0,1962,118,103,cluster1
3598,12:43:54,3,0,5187,306,181,cluster2
3599,20:32:51,0,0,760,92,54,cluster0
3600,23:10:04,1,0,430,59,15,cluster0
3601,16:09:50,56,73,2713,188,151,cluster4
3602,16:24:41,4,0,1297,85,84,cluster0
3603,13:32:45,3,0,1543,155,133,cluster1
3604,18:59:40,0,0,423,30,25,cluster0
3605,0:33:36,2,1,266,34,18,cluster0
3606,15:10:33,1,0,775,72,45,cluster0
3607,14:59:58,35,50,2797,323,269,cluster1
3608,12:47:54,2,1,588,71,71,cluster0
3609,15:12:43,8,0,3934,407,137,cluster3
3610,14:40:37,7,0,3739,162,141,cluster3
3611,23:22:09,2,1,237,24,18,cluster0
3612,17:35:13,1,1,1543,315,160,cluster1
3613,16:41:25,10,4,3000,259,168,cluster3
3614,14:53:08,30,20,4417,646,64,cluster3
3615,12:09:38,40,54,3383,318,150,cluster3
3616,16:20:40,31,17,1373,130,81,cluster0
3617,11:28:47,55,74,3992,406,333,cluster3
3618,11:38:22,13,5,2269,280,187,cluster1
3619,17:39:48,24,20,1737,263,145,cluster1
3620,13:59:15,4,0,4608,490,560,cluster3
3621,12:33:18,15,13,1900,275,127,cluster1
3622,21:56:08,3,2,3163,216,115,cluster3
3623,22:31:24,3,0,579,95,60,cluster0
3624,17:54:33,16,0,2980,326,266,cluster3
3625,11:36:27,7,0,1703,160,127,cluster1
3626,19:16:30,26,34,3007,113,190,cluster3
3627,18:03:13,7,4,4947,246,146,cluster3
3628,16:37:55,12,8,2666,536,239,cluster1
3629,18:28:54,3,1,475,84,88,cluster0
3630,23:55:55,25,34,159,16,16,cluster0
3631,20:27:41,28,37,2440,104,95,cluster1
3632,14:07:36,8,4,3912,275,216,cluster3
3633,20:00:31,2,1,2201,96,49,cluster1
3634,23:33:50,2,0,330,30,29,cluster0
3635,12:16:53,58,3,3379,212,110,cluster3
3636,16:16:15,9,6,1408,147,111,cluster1
3637,12:58:39,39,54,1682,129,97,cluster1
3638,11:47:57,2,0,2434,224,175,cluster1
3639,15:17:48,12,8,942,91,72,cluster0
3640,12:04:58,252,267,4146,614,470,cluster4
3641,23:47:15,3,1,405,37,14,cluster0
3642,22:09:53,0,0,313,26,33,cluster0
3643,21:23:57,2,1,297,40,41,cluster0
3644,11:49:37,5,5,1282,121,82,cluster0
3645,11:38:17,10,3,3768,463,264,cluster3
3646,16:16:45,5,1,1922,253,142,cluster1
3647,13:04:09,18,1,5654,1130,1089,cluster2
3648,15:19:54,22,10,2473,229,177,cluster1
3649,11:31:52,175,75,2984,333,357,cluster4
3650,22:14:48,4,1,730,95,60,cluster0
3651,11:58:58,6,0,1795,215,122,cluster1
3652,21:50:13,0,0,562,62,51,cluster0
3653,14:38:07,3,1,7240,409,238,cluster2
3654,13:24:25,27,2,4332,507,422,cluster3
3655,12:09:13,4,0,2631,223,106,cluster1
3656,17:30:28,1,0,1413,168,67,cluster1
3657,16:26:05,6,1,1381,158,119,cluster1
3658,14:35:37,2,2,4823,276,267,cluster3
3659,0:12:50,36,47,345,26,20,cluster0
3660,15:58:30,2,1,2905,80,80,cluster1
3661,16:08:40,68,61,2899,279,179,cluster4
3662,13:13:14,88,59,1377,95,97,cluster1
3663,16:33:11,68,67,2285,296,164,cluster4
3664,15:07:49,4,1,2681,146,81,cluster1
3665,14:24:13,755,207,9934,2396,1645,cluster2
3666,1:17:16,0,0,206,13,31,cluster0
3667,12:03:08,5,1,1758,213,114,cluster1
3668,19:09:05,12,10,588,100,91,cluster0
3669,11:19:52,4,3,1370,94,118,cluster0
3670,15:00:53,1,1,1016,65,49,cluster0
3671,11:09:01,59,77,3690,665,267,cluster4
3672,1:09:51,0,0,345,179,36,cluster0
3673,0:09:00,1,1,1072,58,44,cluster0
3674,17:07:17,6,1,2505,170,159,cluster1
3675,13:35:00,12,1,2459,229,198,cluster1
3676,13:17:45,4,2,2065,171,133,cluster1
3677,12:06:53,8,1,3276,193,145,cluster3
3678,14:10:46,22,18,1067,86,74,cluster0
3679,16:14:30,59,54,6294,593,342,cluster2
3680,16:44:15,20,6,5112,629,541,cluster2
3681,20:24:51,0,0,1751,43,51,cluster1
3682,1:09:26,12,17,194,20,22,cluster0
3683,1:15:46,1,1,194,12,24,cluster0
3684,11:40:27,52,72,2227,237,162,cluster4
3685,14:41:52,30,43,3816,139,157,cluster3
3686,20:21:21,0,0,334,70,32,cluster0
3687,15:18:08,4,1,2941,171,130,cluster1
3688,0:19:45,2,1,206,14,31,cluster0
3689,13:44:10,58,62,6565,679,551,cluster2
3690,16:43:46,6,3,2822,113,92,cluster1
3691,21:08:57,2,1,2020,136,71,cluster1
3692,1:32:21,2,1,268,42,15,cluster0
3693,20:09:56,0,0,261,80,29,cluster0
3694,22:29:49,3,1,447,45,37,cluster0
3695,19:14:30,5,0,4476,337,309,cluster3
3696,15:03:08,3,2,2717,250,187,cluster1
3697,12:35:04,9,0,4033,556,517,cluster3
3698,15:00:28,6,1,1752,145,106,cluster1
3699,22:09:58,0,0,281,26,29,cluster0
3700,18:23:49,4,1,639,111,108,cluster0
3701,11:32:22,66,63,3210,387,235,cluster4
3702,15:16:24,9,4,1684,94,59,cluster1
3703,16:21:50,6,3,2148,175,101,cluster1
3704,20:19:16,1,0,1138,296,248,cluster0
3705,15:00:23,10,9,1844,192,125,cluster1
3706,23:23:39,1,1,694,30,35,cluster0
3707,14:46:52,8,2,4094,314,202,cluster3
3708,12:34:24,24,11,2682,212,193,cluster1
3709,13:33:25,0,0,1290,67,78,cluster0
3710,19:31:00,3,2,499,64,48,cluster0
3711,11:45:22,3,1,3886,455,244,cluster3
3712,15:39:04,3,1,6109,284,248,cluster2
3713,21:16:22,0,0,484,37,29,cluster0
3714,12:46:49,2,0,726,76,81,cluster0
3715,16:58:01,8,0,1890,129,121,cluster1
3716,13:02:49,27,0,1504,270,173,cluster1
3717,23:23:29,7,1,1071,50,60,cluster0
3718,12:25:38,12,1,3039,191,121,cluster3
3719,14:57:38,43,59,3849,179,134,cluster3
3720,22:50:09,1,0,158,16,22,cluster0
3721,15:50:29,15,11,1252,274,172,cluster0
3722,16:05:25,4,1,1881,179,137,cluster1
3723,21:32:12,1,0,894,56,70,cluster0
3724,16:01:35,30,7,7683,542,241,cluster2
3725,11:15:01,1,0,2119,144,97,cluster1
3726,11:40:12,2,0,2193,338,144,cluster1
3727,15:42:19,95,82,1567,170,114,cluster4
3728,11:18:51,5,4,2857,282,159,cluster1
3729,14:05:16,6,2,2285,177,191,cluster1
3730,16:41:40,14,1,1939,143,91,cluster1
3731,22:22:08,3,0,1613,226,397,cluster1
3732,12:50:14,2,0,3504,154,120,cluster3
3733,13:22:15,3,1,1013,86,77,cluster0
3734,18:09:19,11,1,2683,199,184,cluster1
3735,16:37:50,13,10,1660,453,154,cluster1
3736,18:40:19,40,54,844,28,33,cluster0
3737,22:41:54,16,12,650,240,70,cluster0
3738,16:17:30,24,8,2684,520,252,cluster1
3739,19:43:55,405,393,3168,295,198,cluster4
3740,14:06:36,2,1,3917,148,126,cluster3
3741,14:34:02,7,0,2798,169,107,cluster1
3742,13:32:30,30,44,1875,91,85,cluster1
3743,17:26:52,2,0,3174,430,189,cluster3
3744,13:52:05,3,0,1396,136,139,cluster1
3745,19:23:55,1,1,242,24,34,cluster0
3746,14:27:38,222,212,6706,575,405,cluster2
3747,16:22:35,4,1,1894,100,96,cluster1
3748,1:12:26,2,1,200,13,15,cluster0
3749,16:32:25,27,16,3967,790,204,cluster3
3750,17:50:53,1,0,2358,143,184,cluster1
3751,12:29:13,13,2,3416,224,175,cluster3
3752,15:17:28,68,52,1189,110,60,cluster0
3753,11:54:43,79,42,3900,340,235,cluster3
3754,14:28:21,16,11,7188,496,378,cluster2
3755,15:44:55,3,2,2490,325,227,cluster1
3756,12:46:04,10,5,1711,175,137,cluster1
3757,16:15:45,20,7,4531,397,305,cluster3
3758,12:17:23,38,0,4582,288,141,cluster3
3759,22:48:09,6,0,1973,323,267,cluster1
3760,11:13:51,2,2,3958,527,226,cluster3
3761,16:39:51,4,0,2584,192,121,cluster1
3762,16:05:05,7,2,4133,222,154,cluster3
3763,19:31:50,0,0,2194,111,125,cluster1
3764,11:56:38,36,27,2641,230,161,cluster1
3765,19:28:15,8,3,1693,238,205,cluster1
3766,16:23:21,3,1,1982,107,101,cluster1
3767,13:59:55,53,78,1163,90,205,cluster0
3768,21:15:27,17,25,1405,83,142,cluster1
3769,1:28:36,0,0,202,11,16,cluster0
3770,13:59:45,5,1,2140,290,228,cluster1
3771,18:15:54,2,0,2211,164,168,cluster1
3772,15:27:54,26,17,4451,401,312,cluster3
3773,11:21:52,10,6,3249,555,526,cluster3
3774,18:28:39,18,27,184,20,23,cluster0
3775,15:29:48,5,0,883,47,52,cluster0
3776,21:15:07,0,0,522,64,136,cluster0
3777,15:26:48,66,80,2306,159,468,cluster4
3778,0:18:25,2,1,205,16,16,cluster0
3779,16:06:25,15,13,918,119,100,cluster0
3780,21:14:07,8,1,2917,441,394,cluster3
3781,12:55:24,1,0,4183,274,195,cluster3
3782,14:12:16,5,3,3768,293,179,cluster3
3783,21:23:17,10,6,476,44,54,cluster0
3784,15:52:24,9,2,957,114,117,cluster0
3785,15:18:43,0,0,3082,154,97,cluster3
3786,21:01:31,198,219,430,51,32,cluster4
3787,22:25:43,2,0,878,256,124,cluster0
3788,11:51:37,42,3,4355,605,568,cluster3
3789,12:52:14,33,42,2995,183,140,cluster3
3790,14:27:06,12,11,3773,229,154,cluster3
3791,23:22:44,8,1,1215,62,104,cluster0
3792,16:12:40,2,0,3953,356,135,cluster3
3793,16:16:35,6,5,1064,132,90,cluster0
3794,13:56:35,4,0,3278,233,167,cluster3
3795,16:48:46,19,7,5222,117,91,cluster2
3796,22:59:59,4,1,469,53,27,cluster0
3797,16:48:40,3,2,1894,122,116,cluster1
3798,14:45:38,5,1,2351,181,104,cluster1
3799,0:00:35,38,45,1669,122,101,cluster1
3800,13:49:10,4,0,4492,348,334,cluster3
3801,1:01:21,796,14,1627,15,28,cluster4
3802,11:56:23,16,4,4378,173,123,cluster3
3803,15:54:30,29,15,4571,564,440,cluster3
3804,12:14:13,36,2,5332,576,393,cluster2
3805,14:00:46,3,0,1957,169,154,cluster1
3806,14:36:47,1,0,3765,108,95,cluster3
3807,17:22:07,87,84,5484,390,332,cluster2
3808,16:38:25,35,5,1636,402,152,cluster1
3809,20:55:06,26,34,548,85,81,cluster0
3810,0:02:55,16,22,349,24,15,cluster0
3811,15:54:10,15,5,7183,845,609,cluster2
3812,16:43:06,34,49,1484,86,109,cluster1
3813,15:57:34,2,1,3996,323,133,cluster3
3814,21:21:17,18,27,470,44,34,cluster0
3815,20:45:31,0,0,422,73,69,cluster0
3816,15:57:30,3,0,5610,342,252,cluster2
3817,14:05:06,1,0,1176,123,119,cluster0
3818,15:49:24,12,11,1150,120,81,cluster0
3819,16:25:00,24,7,1248,173,105,cluster0
3820,13:30:15,3,0,1192,134,183,cluster0
3821,19:37:35,2,0,1484,257,364,cluster1
3822,18:29:54,4,1,584,59,25,cluster0
3823,11:45:12,7,1,2890,477,344,cluster3
3824,12:24:43,7,1,4102,396,179,cluster3
3825,19:00:45,30,43,848,126,41,cluster0
3826,17:53:58,14,3,2078,88,68,cluster1
3827,12:40:24,1,0,1624,101,89,cluster1
3828,20:46:01,0,0,168,16,15,cluster0
3829,16:04:25,53,8,5116,612,442,cluster2
3830,11:43:42,3,0,2177,213,165,cluster1
3831,21:42:48,1,0,2286,100,65,cluster1
3832,16:43:40,45,4,2415,116,65,cluster1
3833,20:11:56,22,27,2694,286,94,cluster1
3834,14:35:53,29,37,3472,248,137,cluster3
3835,15:53:30,32,46,2742,153,111,cluster1
3836,15:49:14,16,11,2915,253,96,cluster1
3837,12:09:08,5,1,2143,134,91,cluster1
3838,13:06:54,42,5,1609,116,135,cluster1
3839,12:56:04,6,2,2365,194,122,cluster1
3840,12:35:54,61,77,2148,166,71,cluster4
3841,23:45:45,4,1,487,45,24,cluster0
3842,0:26:06,1,1,245,32,22,cluster0
3843,11:17:01,2,2,2157,155,128,cluster1
3844,0:36:11,12,16,220,17,21,cluster0
3845,20:58:01,35,34,2719,373,279,cluster1
3846,11:19:01,0,0,2435,112,95,cluster1
3847,16:32:10,83,108,2950,250,220,cluster4
3848,12:08:38,4,0,1404,150,105,cluster1
3849,15:07:38,3,0,2691,128,81,cluster1
3850,16:47:25,7,4,1213,64,56,cluster0
3851,16:52:51,6,1,1038,43,45,cluster0
3852,16:17:30,14,1,2900,240,211,cluster1
3853,18:54:59,2,1,468,73,53,cluster0
3854,12:30:28,12,2,1802,82,70,cluster1
3855,11:39:47,4,2,2903,198,137,cluster1
3856,13:49:45,20,0,5722,1013,820,cluster2
3857,0:59:31,11,15,188,15,41,cluster0
3858,21:29:27,20,29,1997,94,64,cluster1
3859,12:18:33,28,2,4815,343,244,cluster3
3860,11:15:11,0,0,1311,99,72,cluster0
3861,14:56:53,4,0,3296,179,99,cluster3
3862,22:31:59,3,1,486,77,55,cluster0
3863,15:28:23,5,0,2505,349,341,cluster1
3864,14:41:18,4,2,2318,252,116,cluster1
3865,17:07:57,14,2,3735,239,226,cluster3
3866,18:18:29,1,0,1225,43,51,cluster0
3867,23:34:20,36,38,3291,461,336,cluster3
3868,19:26:05,0,0,2046,77,103,cluster1
3869,16:49:06,25,4,2308,164,254,cluster1
3870,16:29:00,5,4,825,165,129,cluster0
3871,13:28:40,2,1,990,139,109,cluster0
3872,14:25:56,23,14,4784,385,228,cluster3
3873,0:28:31,2,1,200,14,17,cluster0
3874,16:35:41,2,1,1185,70,63,cluster0
3875,22:22:38,3,0,478,67,39,cluster0
3876,14:44:17,12,5,4038,530,466,cluster3
3877,12:36:39,5,0,2103,117,122,cluster1
3878,18:29:24,1,0,205,28,22,cluster0
3879,11:52:58,234,88,3259,483,287,cluster4
3880,1:28:26,2,0,756,84,13,cluster0
3881,13:24:35,10,5,2549,320,181,cluster1
3882,17:37:43,15,3,3760,718,501,cluster3
3883,15:31:14,10,5,5022,184,84,cluster3
3884,1:18:31,2,1,189,15,30,cluster0
3885,16:31:56,6,1,1084,81,87,cluster0
3886,15:33:54,1,1,1429,87,67,cluster1
3887,21:43:53,0,0,284,22,29,cluster0
3888,11:40:07,25,12,3656,383,211,cluster3
3889,15:04:58,13,10,1427,151,107,cluster1
3890,16:45:16,817,1,5602,120,139,cluster2
3891,20:14:01,3,0,1285,128,57,cluster0
3892,22:05:53,0,0,201,17,22,cluster0
3893,15:56:30,1,0,2163,249,147,cluster1
3894,0:41:21,1,1,191,12,21,cluster0
3895,16:26:55,36,48,1667,95,78,cluster1
3896,14:37:07,5,3,5089,331,184,cluster2
3897,19:47:15,2,1,2914,402,484,cluster3
3898,12:07:43,16,0,4432,674,301,cluster3
3899,0:22:30,1,1,359,50,35,cluster0
3900,22:45:44,1,1,230,51,32,cluster0
3901,11:42:47,32,47,2093,164,129,cluster1
3902,14:48:23,20,3,3675,333,283,cluster3
3903,12:29:18,14,2,4725,247,161,cluster3
3904,13:25:30,18,28,1214,41,36,cluster0
3905,16:11:25,13,8,876,83,62,cluster0
3906,14:25:21,17,13,4600,429,163,cluster3
3907,20:01:51,24,0,1511,124,78,cluster1
3908,11:24:47,35,51,4707,870,741,cluster2
3909,12:59:59,4,2,4612,375,277,cluster3
3910,16:46:10,35,44,2500,76,65,cluster1
3911,12:27:28,12,1,4607,387,288,cluster3
3912,15:13:43,13,3,1651,78,60,cluster1
3913,14:44:12,77,97,4424,643,459,cluster4
3914,14:03:16,1,0,3615,397,197,cluster3
3915,18:13:44,3,1,2459,127,103,cluster1
3916,12:25:23,52,65,2385,124,102,cluster4
3917,16:18:30,7,1,962,48,40,cluster0
3918,0:45:26,15,11,564,53,36,cluster0
3919,12:49:29,9,1,1275,113,64,cluster0
3920,15:47:04,28,21,2482,200,100,cluster1
3921,12:15:08,53,7,5708,311,169,cluster2
3922,16:40:15,179,98,2391,319,265,cluster4
3923,19:51:45,3,0,1232,244,173,cluster0
3924,16:28:46,18,8,1587,178,127,cluster1
3925,11:44:47,5,0,4222,692,530,cluster3
3926,14:29:23,155,136,4579,354,215,cluster4
3927,11:40:42,2,1,1494,137,101,cluster1
3928,13:27:50,45,61,1383,155,93,cluster1
3929,12:03:38,5,2,2091,232,139,cluster1
3930,0:55:51,1,0,198,16,24,cluster0
3931,22:59:19,16,23,241,34,25,cluster0
3932,20:16:31,1,0,1160,161,66,cluster0
3933,15:07:59,43,53,3209,322,289,cluster3
3934,16:16:00,8,2,2995,201,168,cluster3
3935,14:54:28,16,2,5937,760,527,cluster2
3936,12:32:38,13,8,1536,158,106,cluster1
3937,20:09:06,0,0,391,200,58,cluster0
3938,12:30:58,7,0,1846,103,62,cluster1
3939,14:38:33,7,0,2067,151,63,cluster1
3940,18:16:44,14,7,3574,100,79,cluster3
3941,16:09:20,10,9,1459,145,74,cluster1
3942,15:59:40,3,2,4698,215,167,cluster3
3943,17:23:17,64,78,1355,110,98,cluster0
3944,16:25:05,17,1,1919,278,210,cluster1
3945,13:35:20,5,1,1997,141,134,cluster1
3946,20:00:36,1,0,1407,294,169,cluster1
3947,11:46:07,1,0,1467,108,85,cluster1
3948,19:48:25,3,2,2868,472,364,cluster3
3949,12:46:39,4,0,2197,138,131,cluster1
3950,14:38:08,16,4,4141,390,297,cluster3
3951,14:59:43,1,0,2164,166,167,cluster1
3952,12:53:29,4,0,2237,243,109,cluster1
3953,23:53:10,3,1,363,32,28,cluster0
3954,16:40:00,9,5,2585,304,259,cluster1
3955,15:37:29,1,0,2948,178,106,cluster1
3956,22:33:29,1,1,384,92,54,cluster0
3957,18:59:45,0,0,556,47,36,cluster0
3958,15:23:58,1,1,772,66,48,cluster0
3959,16:38:30,22,17,1838,346,302,cluster1
3960,12:10:58,11,3,2311,197,96,cluster1
3961,17:23:02,13,4,3499,105,74,cluster3
3962,23:42:05,1,1,230,10,14,cluster0
3963,15:08:09,4,0,2729,173,163,cluster1
3964,20:27:01,1,0,2514,120,99,cluster1
3965,15:40:09,9,8,2064,61,69,cluster1
3966,16:37:11,9,2,2004,131,96,cluster1
3967,20:52:06,0,0,2352,82,73,cluster1
3968,14:24:46,13,12,1683,218,125,cluster1
3969,16:42:30,14,8,2329,146,92,cluster1
3970,20:56:46,3,1,1067,157,28,cluster0
3971,11:44:07,145,53,7870,1348,1234,cluster2
3972,0:07:55,2,0,1626,70,41,cluster1
3973,16:32:50,13,9,1583,229,155,cluster1
3974,16:21:25,11,6,1995,235,213,cluster1
3975,13:40:55,3,2,1421,139,99,cluster1
3976,21:33:17,2,0,431,55,50,cluster0
3977,11:09:41,15,13,2711,196,128,cluster1
3978,16:27:45,3,0,1093,189,128,cluster0
3979,16:33:20,84,103,2358,316,165,cluster4
3980,16:22:15,120,112,1917,228,156,cluster4
3981,16:29:25,24,18,3457,401,226,cluster3
3982,12:41:24,4,2,648,65,81,cluster0
3983,22:58:59,1,1,484,53,27,cluster0
3984,15:53:54,3,1,2752,147,113,cluster1
3985,17:00:01,65,82,1599,98,92,cluster4
3986,15:27:59,43,31,3956,334,217,cluster3
3987,15:07:23,7,1,1650,160,126,cluster1
3988,19:16:35,0,0,2772,148,221,cluster1
3989,21:56:13,1,0,3357,137,71,cluster3
3990,13:28:15,8,0,2831,417,336,cluster1
3991,22:17:48,2,0,497,57,59,cluster0
3992,22:37:59,14,11,625,143,75,cluster0
3993,11:23:17,3,2,4459,230,190,cluster3
3994,15:08:19,5,1,2122,144,142,cluster1
3995,12:58:54,6,1,2260,207,136,cluster1
3996,21:06:47,2,1,831,71,37,cluster0
3997,12:42:54,55,73,3374,694,405,cluster4
3998,13:38:35,1,0,1660,64,68,cluster1
3999,11:29:02,9,5,3769,283,189,cluster3
4000,16:01:40,164,18,4432,573,222,cluster3
4001,16:35:16,3,2,1889,52,69,cluster1
4002,22:23:08,18,25,495,69,47,cluster0
4003,11:26:37,1,1,1437,108,68,cluster1
4004,17:59:18,1,0,3017,136,112,cluster1
4005,15:28:28,4,0,1508,175,147,cluster1
4006,16:36:45,22,19,1615,375,124,cluster1
4007,21:54:28,3,0,1708,207,164,cluster1
4008,14:37:32,3,2,6211,313,209,cluster2
4009,12:14:43,28,2,2824,172,111,cluster1
4010,17:45:53,6,1,2425,311,213,cluster1
4011,16:08:25,17,16,788,81,69,cluster0
4012,18:56:34,1,0,459,93,44,cluster0
4013,13:09:09,34,47,1310,87,89,cluster0
4014,15:49:49,10,9,734,79,85,cluster0
4015,15:21:43,11,6,4938,596,711,cluster2
4016,23:01:39,60,78,237,36,25,cluster0
4017,23:48:15,8,2,1816,257,216,cluster1
4018,17:27:53,9,1,2779,308,190,cluster1
4019,21:43:18,0,0,347,29,25,cluster0
4020,16:30:35,53,20,1639,224,225,cluster1
4021,14:32:13,8,0,3360,194,111,cluster3
4022,12:58:09,19,2,2448,477,269,cluster1
4023,11:36:47,8,1,2004,174,114,cluster1
4024,14:18:06,13,11,1779,483,181,cluster1
4025,19:31:15,31,0,1033,174,73,cluster0
4026,17:56:48,1,0,2953,198,125,cluster1
4027,17:34:38,1,0,1171,177,100,cluster0
4028,16:18:25,7,5,1627,195,110,cluster1
4029,17:17:22,9,2,1831,158,119,cluster1
4030,12:56:59,1,0,1411,314,145,cluster1
4031,17:01:01,220,3,2368,183,66,cluster1
4032,20:53:36,0,0,298,33,64,cluster0
4033,0:14:00,14,17,442,20,13,cluster0
4034,21:18:22,19,27,405,74,57,cluster0
4035,14:48:12,8,0,5874,556,386,cluster2
4036,15:34:04,23,2,2573,319,238,cluster1
4037,15:10:43,2,0,759,45,37,cluster0
4038,20:15:21,0,0,887,115,51,cluster0
4039,17:34:03,19,15,1764,250,121,cluster1
4040,12:55:39,10,8,6647,235,228,cluster2
4041,18:23:09,4,0,418,30,29,cluster0
4042,13:57:20,1,0,3591,219,113,cluster3
4043,21:51:18,0,0,1168,91,47,cluster0
4044,16:29:46,10,2,2180,308,162,cluster1
4045,13:13:35,17,14,960,51,45,cluster0
4046,21:41:13,0,0,496,69,30,cluster0
4047,14:34:47,4,0,4083,313,225,cluster3
4048,16:02:35,12,11,1725,128,96,cluster1
4049,0:29:01,0,0,139,10,11,cluster0
4050,14:47:12,6,1,4009,260,187,cluster3
4051,15:30:24,0,0,3884,199,199,cluster3
4052,20:51:16,1,1,949,227,48,cluster0
4053,13:47:35,7,0,3084,163,183,cluster3
4054,22:35:24,16,20,597,100,56,cluster0
4055,13:13:40,18,13,1224,88,77,cluster0
4056,14:27:56,51,65,5512,295,212,cluster2
4057,18:01:33,181,6,4923,286,254,cluster3
4058,19:07:15,9,2,840,120,60,cluster0
4059,18:09:39,12,10,3265,224,102,cluster3
4060,21:20:32,5,0,1021,119,57,cluster0
4061,23:47:00,3,1,1305,118,37,cluster0
4062,11:33:17,6,0,3334,631,157,cluster3
4063,22:49:14,3,2,277,30,25,cluster0
4064,14:45:58,66,35,2183,133,124,cluster1
4065,19:38:25,0,0,431,88,54,cluster0
4066,15:31:24,4,0,1917,195,155,cluster1
4067,12:49:14,11,0,1118,64,51,cluster0
4068,16:08:55,3,0,2205,324,246,cluster1
4069,15:43:35,28,40,3732,224,132,cluster3
4070,13:10:59,18,17,1021,92,77,cluster0
4071,12:21:53,72,46,4424,282,163,cluster3
4072,13:28:55,2,2,1148,62,40,cluster0
4073,15:36:04,3,0,1379,145,124,cluster0
4074,12:44:14,14,0,5432,522,456,cluster2
4075,18:51:29,3,0,2048,210,154,cluster1
4076,14:41:48,11,3,5890,418,292,cluster2
4077,16:35:00,14,5,2725,214,105,cluster1
4078,14:35:17,0,0,4630,197,148,cluster3
4079,17:14:37,28,10,4615,126,98,cluster3
4080,11:44:17,6,1,7108,1327,1268,cluster2
4081,12:52:09,14,3,3123,261,151,cluster3
4082,15:56:24,5,5,2175,83,77,cluster1
4083,12:45:54,7,1,1749,111,88,cluster1
4084,15:02:09,165,144,3417,233,128,cluster4
4085,14:40:38,18,2,3359,225,142,cluster3
4086,14:15:51,14,9,3013,271,138,cluster3
4087,16:21:00,33,7,3829,384,272,cluster3
4088,0:32:51,0,0,230,35,14,cluster0
4089,13:36:05,2,0,2818,212,230,cluster1
4090,20:29:51,1,1,1286,50,54,cluster0
4091,16:16:30,2,1,884,111,91,cluster0
4092,19:58:20,1,0,996,291,203,cluster0
4093,0:11:15,0,0,348,51,16,cluster0
4094,20:09:31,0,0,485,235,67,cluster0
4095,19:37:25,1,0,2486,217,520,cluster1
4096,15:50:40,2,1,2768,210,232,cluster1
4097,11:10:56,2,2,1668,81,91,cluster1
4098,19:11:15,23,36,3096,149,147,cluster3
4099,12:31:23,2,1,1409,53,44,cluster0
